,movie_id,movie_name,year,genre,overview,director,cast
593,tt11948256,Lift,2021,"Drama, Horror, Mystery",A usual working day turns unusual for Guru and Harini when they get trapped in their haunted office. A patterned game unlocks a mystery and a lift is their only way out.,Vineeth,"Kavin, Amritha Aiyer, Kiran Konda, Gayathri Reddy"
594,tt2385104,D-Day,2013,"Action, Thriller",A team of experts dispatched to bring in The Most Wanted Man in India almost achieve the unthinkable ... until something goes horribly wrong.,Nikkhil Advani,"Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan"
595,tt13022984,Khuda Haafiz Chapter II: Agni Pariksha,2022,"Action, Crime, Drama","Sameer and Nargis, after overcoming all odds, find a ray of sunshine when little Nandini enters their lives and their family is complete; But their happiness is short-lived. In a bizarre twist of fate, Nandini goes missing.",Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya, Sheeba Chaddha"
596,tt23875550,UI,, ,Add a Plot,Upendra,"Sunny Leone, Upendra, Murli Sharma, P. Ravi Shankar"
597,tt0093578,Mr. India,1987,"Action, Comedy, Drama","A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik"
598,tt8130904,The Body,2019,"Mystery, Thriller","When the body of a powerful businesswoman disappears from the morgue, the inspector in charge hunts for the truth. But when he questions her husband he realizes that there is much more to the case than meets the eye.",Jeethu Joseph,"Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedhika"
599,tt7180544,Mukkabaaz,2017,"Action, Drama, Sport",A boxer struggles to make his mark in the boxing world.,Anurag Kashyap,"Vineet Kumar Singh, Jimmy Shergill, Zoya Hussain, Ravi Kishan"
600,tt0052954,Kaagaz Ke Phool,1959,"Drama, Romance","Suresh Sinha, a famous director, discovers star potential in Shanti, a woman he stumbled into one rainy evening, and casts her as the lead in a film. In a twist of fate, Shanti becomes a superstar and Suresh faces a decline in his career.",Guru Dutt,"Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker"
601,tt0093949,Shahenshah,1988,"Action, Adventure","Vijay who is a corrupt officer by day, turns a vigilante by night in order to make the city crime free.",Tinnu Anand,"Amitabh Bachchan, Meenakshi Sheshadri, Aruna Irani, Rohini Hattangadi"
602,tt2302416,Gali Guleiyan,2017,"Drama, Thriller",The film is a psychological drama about a man who is trapped within the city walls and in his own mind. He attempts to break free to find a human connection.,Dipesh Jain,"Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami"
603,tt0419058,Phir Hera Pheri,2006,"Comedy, Crime","Baburao, Raju and Shyam are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money. And so, with a don as an unknowing investor, Raju initiates a new game.",Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu"
604,tt21998526,Zwigato,2022,Drama,"A man works as a food delivery rider, grappling with the world of ratings and incentives. To support the income, his homemaker wife begins to explore different work opportunities, with fear but also excitement of a new found independence.",Nandita Das,"Kapil Sharma, Shahana Goswami, Tushar Acharya, Zishan Ali"
605,tt5764096,Hindi Medium,2017,"Comedy, Drama",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal"
606,tt1301698,1920,2008,"Horror, Mystery, Romance","After forsaking his family and religion, a husband finds his wife is demoniacally possessed.",Vikram Bhatt,"Rajneesh Duggal, Adah Sharma, Anjori Alagh, Raj Zutshi"
607,tt10023024,Love Aaj Kal,2020,"Drama, Romance","When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone era may offer some wisdom.",Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Sonu Saini"
608,tt11199356,Bheeshma,2020,"Action, Comedy, Romance","Bheeshma is a young bachelor who is desperate to find a girlfriend. One day, he meets and falls in love with Chaitra, who works for an organics company that coincidentally carries his first name.",Venky Kudumula,"Nithiin, Rashmika Mandanna, Anant Nag, Jisshu Sengupta"
609,tt10243678,Chopsticks,2019,"Comedy, Drama",A gifted but insecure woman is in for a transformative experience when she enlists an enigmatic con to help recover her stolen car from a Mumbai thug.,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz, Achint Kaur"
610,tt11142762,Pagglait,2021,"Comedy, Drama","Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives, and a startling discovery about her late husband.",Umesh Bist,"Sanya Malhotra, Sayani Gupta, Sheeba Chaddha, Ashutosh Rana"
611,tt1949548,Heroine,2012,Drama,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Shahana Goswami"
612,tt2072227,Shanghai,2012,"Crime, Drama, Mystery",Prime leader of a campaign against a big government project is killed in what appears to be a road accident. An IAS officer is ordered to probe the incident and the veils of falsehood begin to drop.,Dibakar Banerjee,"Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prasenjit Chatterjee"
613,tt6170954,Naam Shabana,2017,"Action, Drama, Thriller","This Spin-off from Baby (2015) provides the back-story of intelligence agent Shabana, and chronicles how she becomes a spy.",Shivam Nair,"Taapsee Pannu, Akshay Kumar, Manoj Bajpayee, Taher Shabbir"
614,tt3696192,Singh Is Bliing,2015,"Action, Comedy, Romance",A lazy youth failing to take up any responsibility is sent to work with his father's friend in Goa where he meets a woman who has problems of her own.,Prabhu Deva,"Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon"
615,tt11095208,Beautiful,X2020,Drama,"Beautiful is about ""Can a man take it , if his woman becomes more successful than him?"" It's not about professional jealousy like Abhimaan and Aashiqui 2 but it's about Male pride It's a ...                See full summary »",Agasthya Manju,"Raknil Avro, K K Binojee, Erixnil, Naina Ganguly"
616,tt2417560,Filmistaan,2012,Comedy,"In Mumbai, affable Bollywood buff and wanna-be-actor Sunny, who works as an assistant director, fantasizes on becoming a heart-throb star. However, at every audition he is summarily thrown ...                See full summary »",Nitin Kakkar,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Datt"
617,tt0222024,Hum Tumhare Hain Sanam,2002,"Comedy, Drama, Romance","Gopal's blissful married life with Radha blemishes when Radha gets obsessed with the career of her friend, Suraj, who is a singer. Ripped apart by jealousy, Gopal deserts Radha.","K.S. Adiyaman, Sanjay Singh","Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri"
618,tt0082797,Naseeb,1981,"Action, Musical, Romance",A lottery ticket changes the lives of four friends.,Manmohan Desai,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini"
619,tt5465370,Akira,2016,"Action, Thriller","A gripping action thriller about a college girl Akira, who has grown up with the ideals of being self reliant. Her life spirals out of control when she becomes unwittingly involved in a crime involving four corrupt police officers.",A.R. Murugadoss,"Sonakshi Sinha, Anurag Kashyap, Konkona Sen Sharma, Nandu Madhav"
620,tt8108200,Sonchiriya,2019,"Action, Crime, Drama","Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.",Abhishek Chaubey,"Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey"
621,tt1049405,The Other End of the Line,2007,"Comedy, Drama, Family",An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone.,James Dodson,"Jesse Metcalfe, Sara Foster, Anupam Kher, Austin Basis"
622,tt6264938,Kesari,2019,"Action, Drama, History","Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10,000 Afghans in 1897.",Anurag Singh,"Akshay Kumar, Parineeti Chopra, Suvinder Vicky, Vansh Bhardwaj"
623,tt0085743,Jaane Bhi Do Yaaro,1983,"Comedy, Crime, Drama","Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light.",Kundan Shah,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah"
624,tt12045028,Nympho: The Lust Story,2020,"Drama, Romance, Thriller",Nympho is a lust story of a girl called Rachael. She is a nymphomaniac. She is a sex addict. She is not a single man woman.,Kumaar Aadarsh,"Natasha Majhi, Mohnish Nawani, Vikhyat Swades, Pooja Jangid"
625,tt4334260,San' 75 (Pachattar),2022,Thriller,"In 1975, India was declared in a state of emergency. This movie tells a story of that year and how the first mobile phone arrived to India.",Navneet Behal,"Pravessh Rana, Kay Kay Menon, Kirti Kulhari, Tom Alter"
626,tt2301155,Shootout at Wadala,2013,"Action, Biography, Crime","Based on the true story of the first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982.",Sanjay Gupta,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor"
627,tt1918965,Murder 2,2011,"Action, Crime, Drama",An ex-cop is hired by a pimp to find missing call girls and the man responsible behind their abduction.,Mohit Suri,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan, Sulagna Panigrahi"
628,tt0886539,Luck by Chance,2009,Drama,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.",Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia"
629,tt0234000,Kaho Naa... Pyaar Hai,2000,"Action, Musical, Romance",A young girl meets the doppelganger of her deceased boyfriend and now has a chance to find the people who have murdered him.,Rakesh Roshan,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil"
630,tt1433905,All the Best: Fun Begins,2009,"Action, Comedy, Drama",The unexpected arrival of his elder NRI brother and assorted characters complicates the life of a Goan male.,Rohit Shetty,"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu"
631,tt1610452,Band Baaja Baaraat,2010,"Comedy, Drama, Romance","Shruti and Bittoo become partners in their very own ""Wedding planning ka bijness"" in Delhi and in the process discover friendship, love and one another.",Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Ranjit Batra, Satender Bhardwaj"
632,tt6514196,Baazaar,2018,"Crime, Drama, Thriller","After moving to Mumbai, an ambitious young man becomes the stock trader for a notorious businessman.","Gauravv K. Chawla, Samuel Wilde","Saif Ali Khan, Radhika Apte, Chitrangda Singh, Denzil Smith"
633,tt5686868,Miss Teacher,2016,Romance,"Rose Dey is the new teacher at the university. She is very attractive and is a nymphomaniac. At the university, Rose meets Tanvesh and an affair begins.",Jayprakkash Shaw,"Kamalika Chanda, Rahul Sharma, Resham Thakkar, Adi Irani"
634,tt0307873,Raaz,2002,"Drama, Horror, Musical","Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a strange figure is waiting for them to come.",Vikram Bhatt,"Dino Morea, Bipasha Basu, Malini Sharma, Ashutosh Rana"
635,tt0291376,Nayak: The Real Hero,2001,"Action, Drama, Thriller","A man accepts a challenge by the chief minister of Maharashtra to run the state for one day, and makes such a success of it that soon he is embroiled in political intrigue.",S. Shankar,"Anil Kapoor, Rani Mukerji, Amrish Puri, Paresh Rawal"
636,tt1017456,Race,2008,"Action, Crime, Drama",Destiny makes two brothers- Ranvir and Rajiv - enemies of each other. Everything is fair in love and war.,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif"
637,tt28152747,Sergeant,2023,"Drama, Thriller","Sergeant suffers from severe depression after losing a limb on duty. After meeting Monica, he gains confidence and vows to reclaim his previous life by solving a critical case.",Prawaal Raman,"Tahirr Aashhraf, Daphne Alexander, Malcolm Davies, Sonia Goswami"
638,tt0466460,Khosla Ka Ghosla!,2006,"Comedy, Crime, Drama",A Delhi-based retired middle-class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.,"Dibakar Banerjee, Pravin E. Birje","Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma"
639,tt21398196,Siya,2022,"Crime, Drama","Siya, a 17-year-old rape survivor, decides to go against all odds and fight for justice after being held captive and repeatedly abused by a group of powerful men. Can she win against the perpetrators?",Manish Mundra,"Stephen Alexander, Rudra Pratap Singh Chaudhary, Dev Chauhan, Madhvendra Jha"
640,tt1562859,Golmaal 3,2010,"Action, Comedy, Drama","In Goa, Pritam meets his love Geeta after many years. They decide to get married but the feud between their respective children creates tension in their marriage.",Rohit Shetty,"Mithun Chakraborty, Ajay Devgn, Kareena Kapoor, Tusshar Kapoor"
641,tt6972140,Blackmail,2018,"Comedy, Thriller","When Dev finds out his wife is cheating on him, he secretly blackmails his wife and her lover as a form of revenge.",Abhinay Deo,"Irrfan Khan, Urmila Matondkar, Divya Dutta, Kirti Kulhari"
642,tt0077451,Don,1978,"Action, Crime, Thriller","Don, a wanted criminal, dies in a police chase. DSP D'Silva is the only one who knows about his death, and to get hold of the gang he trains Don-lookalike Vijay. But Vijay faces danger from the police and from within the gang.",Chandra Barot,"Amitabh Bachchan, Zeenat Aman, Pran Sikand, Iftekhar"
643,tt4906960,Baadshaho,2017,"Action, Adventure, Thriller",An Indian queen asks her bodyguard to steal back gold taken from her by the Indian government during The Emergency period in 1975.,Milan Luthria,"Ajay Devgn, Ileana D'Cruz, Emraan Hashmi, Esha Gupta"
644,tt19838608,Babli Bouncer,2022,"Comedy, Drama","A one-of-a-kind story of a female bouncer, the film follows Babli Bouncer (Tamannaah Bhatia). It explores the various facets of the profession, which is usually dominated by men.",Madhur Bhandarkar,"Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj"
645,tt1714866,Midnight's Children,2012,Drama,A pair of children born within moments of India gaining independence from Britain grow up in the country that is nothing like their parents' generation.,Deepa Mehta,"Rajat Kapoor, Vansh Bhardwaj, Anupam Kher, Neha Mahajan"
646,tt3337550,Rahasya,2015,"Mystery, Thriller","A Doctor stands accused of killing his own eighteen-year old daughter. While this aggrieved father protests his innocence, all evidence points towards him irrefutably. While his own wife ...                See full summary »",Manish Gupta,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht"
647,tt9511468,Love-All,2023,Sport,"It is the story of a father, a son, and a sport connecting their destinies. Talent lifts a man towards fame yet destiny had other ideas and challenges to chase passion against all odds.",Sudhanshu Sharma,"Satyakam Anand, Sumit Arora, Raja Bundela, Robin Das"
648,tt0200087,Sarfarosh,1999,"Action, Crime, Drama","After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",John Mathew Matthan,"Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi"
649,tt2978626,Entertainment,2014,"Action, Comedy, Drama","Akhil, an underdog and a failure, comes to know that his real father is a rich diamond merchant who has just passed away. When he goes to retrieve his wealth, he learns that a dog has inherited it.","Sajid, Farhad Samji","Akshay Kumar, Tamannaah Bhatia, Junior, Krishna Abhishek"
650,tt22036406,Kanguva,2024,"Action, Drama, Fantasy",Add a Plot,Siva,"Suriya, Disha Patani, Yogi Babu, Bobby Deol"
651,tt10309902,Chehre,2021,"Drama, Mystery, Thriller","An 80-year-old man with a penchant for real life games in a story about rights and wrongs. It's a story about the decisions one makes in their lifetime and the fact that every decision has its repercussions, hearing and judgment.",Rumi Jaffery,"Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Annu Kapoor"
652,tt13825336,Good Luck Jerry,2022,"Comedy, Crime, Drama","The film is the official remake of Tamil movie Kolamaavu Kokila, which tells the story of an innocent girl who gets pulled into the notorious world of cocaine smuggling.",Siddharth Sen,"Janhvi Kapoor, Jaswant Dalal, Deepak Dobriyal, Mita Vashisht"
653,tt7881550,Kaamyaab,2018,Drama,"Sudheer is an actor from the heyday of Bollywood. Years after his retirement, he realizes that he 'retired' on the verge of accomplishing a unique record. He decides to come out of his retirement to complete the round figure of 500.",Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar"
654,tt0430328,Madhoshi,2004,"Musical, Mystery, Drama",Anupama looses her sister and her husband in 9/11 twin tower attacks and goes in trauma.Three years later she appears to be normal but hasn't come out of the tragedy.Her parents want her to...                See full summary »,Tanveer Khan,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Prakash Bharadwaj"
655,tt1573072,Housefull,2010,"Comedy, Drama, Romance","Believing himself to be jinxed, a man attempts to find true love, but instead gets caught in a web of lies.",Sajid Khan,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta"
656,tt5668770,Mardaani 2,2019,"Action, Crime, Drama",A 21-year old boy Sunny has a penchant for sexually assaulting and killing girls. He's locked horns with top cop Shivani Shivaji Roy. Will she nab him?,Gopi Puthran,"Rani Mukerji, Avneet Kaur, Sunny Hinduja, Shruti Bapna"
657,tt13623916,Toolsidas Junior,2022,"Drama, Family, Sport","Watching his father lose the 1994 Club Snooker Championship, 13-year-old Midi takes on the impossible journey to bring his father's name on the Winner's Board.",Mridul Toolsidas,"Sanjay Dutt, Rajeev Kapoor, Varun Buddhadev, Ankur Vikal"
658,tt3823392,Love Sonia,2018,Drama,"Inspired by real life events, Love Sonia is the story of a young girl's journey to rescue her sister from the dangerous world of international sex trafficking.",Tabrez Noorani,"Abhishek Bharate, Riya Sisodiya, Mrunal Thakur, Adil Hussain"
659,tt4865436,Hate Story 3,2015,"Drama, Thriller",Siya appears to be the bone of contention between warring businessmen Aditya and Saurav. But this one runs deeper than your average love triangle.,Vishal Pandya,"Sharman Joshi, Karan Singh Grover, Zareen Khan, Daisy Shah"
660,tt8907974,Looop Lapeta,2022,"Action, Comedy, Crime","When her boyfriend loses a mobster's cash, Savi races against the clock to save the day if only she can break out of a curious cycle of dead ends.",Aakash Bhatia,"Taapsee Pannu, Tahir Raj Bhasin, Dibyendu Bhattacharya, K.C. Shankar"
661,tt10483386,Mumbai Saga,2021,"Action, Crime",The plot of the movie is set in the era of the 80s and 90s which were marked as a transformed period of Mumbai.,Sanjay Gupta,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty"
662,tt0119861,Pardes,1997,"Drama, Musical, Romance","Kishorilal wants an Indian bride for his westernised son. He gets him engaged to Ganga, his friend's daughter, and brings her to USA. But she shares a deeper bond with Arjun, Kishorilal's foster son.",Subhash Ghai,"Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apurva Agnihotri"
663,tt0294662,Kaante,2002,"Action, Crime, Drama",Six bank robbers trying to pull off the perfect heist discover one of them is an undercover cop.,Sanjay Gupta,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Mahesh Manjrekar"
664,tt6354784,The Hungry,2017,Drama,"An adaptation of William Shakespeare's Titus Andronicus set in contemporary New Delhi. The Hungry is a contemporary retelling of Shakespearian tragedy Titus Andronicus, set in the ...                See full summary »",Bornila Chatterjee,"Naseeruddin Shah, Tisca Chopra, Neeraj Kabi, Antonio Aakeel"
665,tt11364772,Kabzaa,2023,"Action, Crime, Thriller","In 1947 a Gandhi follower and a freedom fighter were brutally attacked. Due to unavoidable circumstances, the freedom fighter son gets trapped in the mafia world and the story revolves between 1942 to 1986.","R. Chandru, Shivu Hiremath, Soori","Upendra, Sudeep, Shriya Saran, Shivarajkumar"
666,tt15121860,Forensic,2022,"Crime, Thriller",A female police officer in the small hill town of Mussorie and a forensic expert are together on the trail of a serial killer.,Vishal Furia,"Radhika Apte, Vikrant Massey, Prachi Desai, Anant Mahadevan"
667,tt0811066,Shootout at Lokhandwala,2007,"Action, Crime, History","An account of the gangster Mahindra Dolas and his gang, which terrorized Mumbai City, and a massive war between Mumbai Police and gangs during 16 November 1991.",Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Arbaaz Khan"
668,tt15614274,Double XL,2022,"Comedy, Drama",The journey of two plus-size women Rajshree Trivedi from Meerut and Saira Khanna from New Delhi as they navigate society's beauty standards.,Satram Ramani,"Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra"
669,tt12740760,Phone Bhoot,2022,"Comedy, Horror","A ghost reaches out to two bumbling ghostbusters for a business idea. However, their plans go downhill as the eerie ghost reveals her plan.",Gurmmeet Singh,"Katrina Kaif, Ishaan Khattar, Siddhant Chaturvedi, Jackie Shroff"
670,tt11102262,Cadaver,2022,"Crime, Drama, Mystery",A high profile murder baffles the cops when a prison inmate claims responsibility and promises more deaths. Will the police surgeon Bhadra crack this mystery?,Anoop Panicker,"Amala Paul, Riythvika Panneerselvam, Munishkanth, Harish Uthaman"
671,tt2797242,Bombay Talkies,2013,Drama,One hundred years of Hindi cinema is celebrated in four short stories showcasing the power of film.,"Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui"
672,tt23472806,Almost Pyaar with DJ Mohabbat,2022,"Drama, Musical, Romance","In London, a girl likes a boy, a little too much. And, in a parallel universe exists a boy that likes a girl. The two unrequited love stories, burdened by social status, caste and inequality are breathlessly, heading on towards each other.",Anurag Kashyap,"Alaya F, Karan Mehta, Vicky Kaushal, Sapna Pabbi"
673,tt9348296,Oh! Baby,2019,"Comedy, Drama, Fantasy",A 70-year-old woman is given a second chance to relive her youth when she turns into a 24-year-old girl.,B.V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendra Prasad, Teja Sajja"
674,tt10895556,Rashmi Rocket,2021,"Drama, Sport","A small-town girl overcomes all societal barriers to become a national-level athlete, but her glory is hindered when she is asked to undergo a gender test.",Akarsh Khurana,"Taapsee Pannu, Priyanshu Painyuli, Abhishek Banerjee, Supriya Pathak"
675,tt0173080,Pyaar Kiya To Darna Kya,1998,"Action, Comedy, Drama","When Vishal does not agree of Suraj and Muskaan's relationship, Suraj decides to win Vishal's heart for marrying Muskaan.",Sohail Khan,"Salman Khan, Kajol, Arbaaz Khan, Anjala Zaveri"
676,tt8108268,The Tashkent Files,2019,"Drama, Mystery, Thriller","Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",Vivek Agnihotri,"Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi"
677,tt7618184,Mulk,2018,Drama,One family member tries to help her own family when they are trapped in a dark controversy.,Anubhav Sinha,"Taapsee Pannu, Rishi Kapoor, Neena Gupta, Ashutosh Rana"
678,tt2112131,Dabangg 2,2012,"Action, Comedy, Crime",Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,Arbaaz Khan,"Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna"
679,tt8550208,Romeo Akbar Walter,2019,"Action, Drama, Thriller","Prior to the India-Pakistan war of 1971, an Indian banker is recruited by the Research and Analysis Wing for a covert operation deep inside Pakistan.",Robbie Grewal,"John Abraham, Mouni Roy, Jackie Shroff, Gyanendra Tripathi"
680,tt17592606,DAMaN,2022,"Adventure, Drama","The film is set in 2015. Sid, is a young doctor who completed his MBBS has been posted to the cut-off area of Malkangiri district Odisha having 151 villages & infamous for Naxals dominance & no basic facilities. It's a real life tale of perseverance & dedication.","Lenka Debiprasad, Vishal Mourya","Karan Kandhapan, Babushan Mohanty, Dipanwit Dashmohapatra, Manaswani Takri"
681,tt1202540,Dil Bole Hadippa!,2009,"Comedy, Drama, Romance","In a village where girls don't play cricket, Veera puts on a turban and beard and becomes Veer to fulfill her dreams and meets Rohan. And fun begins.",Anurag Singh,"Shahid Kapoor, Rani Mukerji, Anupam Kher, Dalip Tahil"
682,tt1890363,Buddha in a Traffic Jam,2016,"Crime, Thriller","Vikram, a carefree management student, finds himself entangled in web of conspiracy, lies, and deceit when he launches a successful social media campaign to highlight the plight of the poor in India.",Vivek Agnihotri,"Anupam Kher, Anchal Dwivedi, Mahie Gill, Pallavi Joshi"
683,tt28782545,The Purvanchal Files,2023,Action,A cop story of revenge and how he tries to purify the police system in Purvanchal .,Swarup Ghosh,"R . Siddharth, Shivani Thakur, Zarina Wahab, Govind Namdeo"
684,tt27539086,800,2023,"Biography, Sport",Biopic Of Legendary Sri Lankan Cricketer Muttiah Muralitharan.,M.S. Sripathy,"Nassar, Madhur Mittal, Narain, Mahima Nambiar"
685,tt5316648,Blind,2023,"Crime, Drama, Thriller","When a twist of fate leaves Gia blind, she must summon every ounce of courage to rebuild her life. But when she becomes the sole witness to a heinous crime, she unwittingly enters a deadly game of cat and mouse with a dangerous criminal.",Shome Makhija,"Sonam Kapoor, Lucy Aarden, Danesh Razvi, Shubham Saraf"
686,tt1275863,Love Aaj Kal,2009,"Comedy, Drama, Romance",An old-fashioned romantic tells his personal love story to a modern man who has just broken up with his girlfriend. Has love really ever changed?,Imtiaz Ali,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna"
687,tt0250415,Har Dil Jo Pyar Karega...,2000,"Comedy, Drama, Musical",Raj is a struggling singer with big dreams who is still waiting for his big break. One night he witnesses an accident where a car spins out of control and lands on the tracks of an ...                See full summary »,Raj Kanwar,"Salman Khan, Preity G Zinta, Rani Mukerji, Rajeev Verma"
688,tt3614516,Ankhon Dekhi,2013,"Comedy, Drama","After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions.",Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur"
689,tt23864864,Joram,2023,"Action, Adventure, Crime",It follows a father who is on the run with his little baby girl to escape the ghosts of his past and the forces that want him dead.,Devashish Makhija,"Mohd. Zeeshan Ayyub, Manoj Bajpayee, Tannishtha Chatterjee, Rajshri Deshpande"
690,tt20840000,Ardh,2022,"Drama, Romance","Shiva struggles to become a mainstream actor in Mumbai despite being a theatre actor. With the help of his wife Madhu, he disguises himself as a transgender and begs for money to survive.",Palash Muchal,"Rajpal Naurang Yadav, Rubina Dilaik, Hiten Tejwani, Swastik Tiwari"
691,tt3554418,Khoobsurat,2014,"Comedy, Romance",A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher"
692,tt10699086,Bachchhan Paandey,2022,"Action, Comedy, Crime","When a struggling filmmaker and actor set out to make a biography on one of the most dreaded gangsters, they have little idea about just how crazy and dangerous it's going to be.",Farhad Samji,"Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi"
693,tt0118751,Border,1997,"Action, Drama, History","In 1971, along the border region of Longewala, a small battalion of Indian soldiers goes up against a large Pakistani strike force.",J.P. Dutta,"Sunny Deol, Suniel Shetty, Akshaye Khanna, Jackie Shroff"
694,tt6588966,Hichki,2018,"Comedy, Drama","Suffering from Tourette Syndrome, Naina gets assigned a class of defiant students and must ensure that her students realise their potential.",Malhotra P. Siddharth,"Rani Mukerji, Naisha Khanna, Neeraj Kabi, Rohit Saraf"
695,tt4909752,Rangoon,2017,"Action, Drama, History","Julia travels to the Indo-Burma border to perform for the troops during World War II on the insistence of her lover Billimoria, and ends up falling in love with a soldier there, Jemadar.",Vishal Bhardwaj,"Kangana Ranaut, Shahid Kapoor, Saif Ali Khan, Manav Vij"
696,tt11046300,Ujda Chaman,2019,Comedy,Chaman Kohli is 30 -year-old bachelor with Premature Balding and in quest of a beautiful wife. Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever.,Abhishek Pathak,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Gagan Arora"
697,tt0083578,Arth,1982,"Drama, Romance",A film-maker who is having an extra-marital affair with an actress decides to leave his wife. Arth is the story of this women's search for her identity.,Mahesh Bhatt,"Shabana Azmi, Kulbhushan Kharbanda, Smita Patil, Raj Kiran"
